Name,RA,Dec,Alt Name,Type,Magnitude,Info,Catalog
NGC   6508,267.475,72.03333333,UGC 11023,Galaxy,14,,NGC
NGC   6509,269.85,6.283333333,UGC 11075,Galaxy,13,2.3,NGC
NGC   6510,268.5,60.8,NGC 6511,,,,NGC
NGC   6511,268.675,60.8,NGC 6510,,,,NGC
NGC   6512,268.7,62.65,MCG 10-25-115,Galaxy,15,,NGC
NGC   6513,269.875,24.9,UGC 11078,Galaxy,14,,NGC
NGC   6514,270.575,-23.03333333,M 20,Cluster Nebulosity,6.3,29,NGC
NGC   6515,269.35,50.73333333,UGC 11071,Galaxy,14,,NGC
NGC   6516,268.8,62.66666667,MCG 10-25-118,Galaxy,15,,NGC
NGC   6517,270.45,-8.966666667,GCL 81,Globular Cluster,10.3,4.3,NGC
NGC   6518,269.925,28.86666667,MCG 5-42-24,Galaxy,15,,NGC
NGC   6519,270.85,-29.8,,,,,NGC
NGC   6520,270.85,-27.9,OCL 10,Open Cluster,8,6,NGC
NGC   6521,268.95,62.61666667,UGC 11061,Galaxy,14,,NGC
NGC   6522,270.9,-30.03333333,GCL 82,Globular Cluster,8.6,5.6,NGC
NGC   6523,270.95,-24.38333333,M 8,Nebula,5.8,90,NGC
NGC   6524,269.8,45.91666667,UGC 11079,Galaxy,14,,NGC
NGC   6525,270.525,11.05,,,,,NGC
NGC   6526,270.65,-23.58333333,ESO 521-*N18,Nebula,,40,NGC
NGC   6527,270.45,19.73333333,UGC 11094,Galaxy,15,,NGC
NGC   6528,271.2,-30.05,GCL 84,Globular Cluster,9.5,3.7,NGC
NGC   6529,271.375,-36.3,ESO 394-?28,,,,NGC
NGC   6530,271.2,-24.33333333,OCL 19,Open Cluster,4.6,15,NGC
NGC   6531,271.15,-22.5,M 21,Open Cluster,5.9,13,NGC
NGC   6532,269.775,56.21666667,UGC 11085,Galaxy,15,,NGC
NGC   6533,271.275,-24.88333333,,,,,NGC
NGC   6534,269,64.31666667,,Galaxy,15,,NGC
NGC   6535,270.95,-0.3,GCL 83,Globular Cluster,10.6,3.6,NGC
NGC   6536,269.325,64.93333333,UGC 11077,Galaxy,14,,NGC
NGC   6537,271.3,-19.85,PK 10+0.1,Planetary Nebula,13,0.2,NGC
NGC   6538,268.55,73.41666667,UGC 11062,Galaxy,14,,NGC
NGC   6539,271.2,-7.583333333,GCL 85,Globular Cluster,9.6,6.9,NGC
NGC   6540,271.575,-27.81666667,,Open Cluster,15,1,NGC
NGC   6541,272,-43.7,Dunlop 473,Globular Cluster,6.6,13.1,NGC
NGC   6542,269.925,61.36666667,UGC 11092,Galaxy,14,1.5,NGC
NGC   6543,269.65,66.63333333,PK 96+29.1,Planetary Nebula,9,5.8,NGC
NGC   6544,271.825,-25,GCL 87,Globular Cluster,8.3,8.9,NGC
NGC   6545,273.075,-63.76666667,ESO 103-6,Galaxy,,,NGC
NGC   6546,271.8,-23.33333333,OCL 24,Open Cluster,8,13,NGC
NGC   6547,271.275,25.21666667,UGC 11110,Galaxy,14,,NGC
NGC   6548,271.5,18.58333333,NGC 6550,Galaxy,13,,NGC
NGC   6549,271.45,18.53333333,UGC 11114,Galaxy,15,,NGC
NGC   6550,271.5,18.58333333,NGC 6548,Galaxy,13,,NGC
NGC   6551,272.25,-29.55,ESO 456-**60,,,,NGC
NGC   6552,270.025,66.6,UGC 11096,Galaxy,14,,NGC
NGC   6553,272.325,-25.9,GCL 88,Globular Cluster,8.3,8.1,NGC
NGC   6554,272.275,-18.43333333,,,,,NGC
NGC   6555,271.95,17.6,UGC 11121,Galaxy,12,2.1,NGC
NGC   6556,272.5,-27.51666667,,,,,NGC
NGC   6557,275.35,-76.56666667,ESO 45-1,Galaxy,,,NGC
NGC   6558,272.575,-31.76666667,GCL 89,Globular Cluster,,3.7,NGC
NGC   6559,272.5,-24.1,LBN 29,Nebula,,8,NGC
NGC   6560,271.325,46.86666667,UGC 11117,Galaxy,14,1.3,NGC
NGC   6561,272.625,-16.8,,,,,NGC
NGC   6562,271.225,56.25,MCG 9-29-51,Galaxy,14,,NGC
NGC   6563,273,-33.86666667,PK 358-7.1,Planetary Nebula,14,0.8,NGC
NGC   6564,272.275,17.4,,,,,NGC
NGC   6565,272.975,-28.18333333,PK 3-4.5,Planetary Nebula,13,0.2,NGC
NGC   6566,271.75,52.26666667,MCG 9-30-1,Galaxy,15,,NGC
NGC   6567,273.425,-19.08333333,PK 11-0.2,Planetary Nebula,12,0.1,NGC
NGC   6568,273.2,-21.6,OCL 28,Open Cluster,9,13,NGC
NGC   6569,273.4,-31.83333333,GCL 91,Globular Cluster,8.7,5.8,NGC
NGC   6570,272.775,14.1,UGC 11137,Galaxy,13,1.8,NGC
NGC   6571,272.725,21.23333333,MCG 4-43-6,Galaxy,15,,NGC
NGC   6572,273.025,6.85,PK 34+11.1,Planetary Nebula,9,0.1,NGC
NGC   6573,273.45,-22.16666667,ESO 590-**7,,,,NGC
NGC   6574,272.975,14.98333333,NGC 6610,Galaxy,12,1.4,NGC
NGC   6575,272.7,31.08333333,UGC 11138,Galaxy,14,,NGC
NGC   6576,272.95,21.41666667,ZWG 142. 14,Galaxy,15,,NGC
NGC   6577,273.025,21.46666667,UGC 11148,Galaxy,14,,NGC
NGC   6578,274.075,-20.45,PK 10-1.1,Planetary Nebula,13,0.2,NGC
NGC   6579,273.075,21.43333333,UGC 11153,,,,NGC
NGC   6580,273.1,21.43333333,UGC 11153,,,,NGC
NGC   6581,273.15,25.41666667,IC 1280,Galaxy,15,,NGC
NGC   6582,272.75,49.88333333,UGC 11146,Galaxy,15,,NGC
NGC   6583,273.95,-22.13333333,OCL 27,Open Cluster,10,3,NGC
NGC   6584,274.65,-52.21666667,Dunlop 376,Globular Cluster,9.2,7.9,NGC
NGC   6585,273.1,39.61666667,UGC 11159,Galaxy,13,,NGC
NGC   6586,273.425,21.08333333,UGC 11164,Galaxy,14,,NGC
NGC   6587,273.475,18.83333333,UGC 11166,Galaxy,12.1,2.3,NGC
NGC   6588,275.375,-63.8,ESO 103-**14,,,,NGC
NGC   6589,274.225,-19.76666667,IC 1283;IC 4690,,,5,NGC
NGC   6590,274.25,-19.88333333,LBN 43,Cluster Nebulosity,,4,NGC
NGC   6591,273.5,21.03333333,,Galaxy,,,NGC
NGC   6592,272.475,61.41666667,MCG 10-26-18,Galaxy,15,,NGC
NGC   6593,273.55,22.28333333,MCG 4-43-18,Galaxy,15,,NGC
NGC   6594,272.55,61.11666667,MCG 10-26-19,Galaxy,15,,NGC
NGC   6595,274.25,-19.88333333,IC 4700,Open Cluster,7,11,NGC
NGC   6596,274.375,-16.66666667,OCL 41,Open Cluster,,,NGC
NGC   6597,272.825,61.16666667,MCG 10-26-20,Galaxy,15,,NGC
NGC   6598,272.2,69.06666667,UGC 11139,Galaxy,14,,NGC
NGC   6599,273.9,24.93333333,NGC 6600,Galaxy,13,,NGC
NGC   6600,273.925,25.03333333,NGC 6599,,,,NGC
NGC   6601,272.975,61.43333333,MCG 10-26-22,Galaxy,15,,NGC
NGC   6602,274.15,25.03333333,UGC 11184,Galaxy,14,,NGC
NGC   6603,274.6,-18.41666667,,Open Cluster,11,5,NGC
NGC   6604,274.525,-12.23333333,OCL 56,Cluster Nebulosity,6.5,60,NGC
NGC   6605,274.275,-14.96666667,OCL 47,Open Cluster,6,,NGC
NGC   6606,273.675,43.26666667,UGC 11174,Galaxy,14,,NGC
NGC   6607,273.075,61.31666667,MCG 10-26-23,Galaxy,15,,NGC
NGC   6608,273.15,61.31666667,MCG 10-26-24,Galaxy,15,,NGC
NGC   6609,273.15,61.31666667,MCG 10-26-25,Galaxy,15,,NGC
NGC   6610,274.3,15,NGC 6574,,,,NGC
NGC   6611,274.7,-13.78333333,M 16,Cluster Nebulosity,6,35,NGC
NGC   6612,274.05,36.08333333,MCG 6-40-11,Galaxy,15,,NGC
NGC   6613,274.975,-17.13333333,M 18,Open Cluster,6.9,9,NGC
NGC   6614,276.3,-63.23333333,ESO 103-18,Galaxy,,,NGC
NGC   6615,274.65,13.26666667,UGC 11196,Galaxy,15,1.2,NGC
NGC   6616,274.45,22.25,UGC 11192,Galaxy,15,,NGC
NGC   6617,273.525,61.31666667,UGC 11176,Galaxy,15,,NGC
NGC   6618,275.2,-16.18333333,M 17,Cluster Nebulosity,6,46,NGC
NGC   6619,274.7,23.66666667,UGC 11200,Galaxy,14,,NGC
NGC   6620,275.725,-26.81666667,PK 5-6.1,Planetary Nebula,15,0.1,NGC
NGC   6621,273.225,68.36666667,UGC 11175,Galaxy,13.1,2.5,NGC
NGC   6622,273.25,68.33333333,UGC 11175,Galaxy,13,,NGC
NGC   6623,274.875,23.71666667,UGC 11203,Galaxy,14,,NGC
NGC   6624,275.925,-30.36666667,GCL 93,Globular Cluster,8.3,5.9,NGC
NGC   6625,275.8,-12.05,OCL 58,Open Cluster,9,,NGC
NGC   6626,276.125,-24.86666667,M 28,Globular Cluster,6.9,11.2,NGC
NGC   6627,275.675,15.7,UGC 11212,Galaxy,13.2,1.5,NGC
NGC   6628,275.55,23.48333333,UGC 11211,Galaxy,15,,NGC
NGC   6629,276.425,-23.2,PK 9-5.1;H II 204,Planetary Nebula,12,0.3,NGC
NGC   6630,278.15,-63.28333333,ESO 103-26,Galaxy,,,NGC
NGC   6631,276.8,-12.03333333,OCL 59,Open Cluster,12,5,NGC
NGC   6632,276.25,27.53333333,UGC 11226,Galaxy,13,3.1,NGC
NGC   6633,276.925,6.566666667,OCL 90,Open Cluster,4.6,27,NGC
NGC   6634,277.475,-33.41666667,,,,,NGC
NGC   6635,276.9,14.81666667,UGC 11239,Galaxy,15,1.3,NGC
NGC   6636,275.5,66.63333333,UGC 11221,Galaxy,14,,NGC
NGC   6637,277.85,-32.35,M 69,Globular Cluster,7.7,7.1,NGC
NGC   6638,277.725,-25.5,GCL 95,Globular Cluster,9.2,5,NGC
NGC   6639,277.525,-13.2,,Open Cluster,,,NGC
NGC   6640,277.025,34.3,UGC 11247,Galaxy,14,,NGC
NGC   6641,277.2,22.9,UGC 11250,Galaxy,14,,NGC
NGC   6642,277.975,-23.48333333,GCL 97,Globular Cluster,8.8,4.5,NGC
NGC   6643,274.95,74.56666667,UGC 11218,Galaxy,11.1,3.9,NGC
NGC   6644,278.15,-25.13333333,PK 8-7.2,Planetary Nebula,12,0.1,NGC
NGC   6645,278.15,-16.9,OCL 48,Open Cluster,9,10,NGC
NGC   6646,277.4,39.86666667,UGC 11258,Galaxy,13,,NGC
NGC   6647,277.875,-17.35,OCL 45,Open Cluster,8,,NGC
NGC   6648,276.4,64.98333333,,,,,NGC
NGC   6649,278.375,-10.4,OCL 66,Open Cluster,8.9,6,NGC
NGC   6650,276.35,68,ZWG 322. 43,Galaxy,15,,NGC
NGC   6651,276.075,71.6,UGC 11236,Galaxy,14,1.8,NGC
NGC   6652,278.95,-32.98333333,GCL 98,Globular Cluster,8.9,3.5,NGC
NGC   6653,281.15,-73.26666667,ESO 45-13,Galaxy,,1.8,NGC
NGC   6654,276.025,73.18333333,UGC 11238,Galaxy,11.6,3,NGC
NGC   6655,278.7,-5.983333333,,,,,NGC
NGC   6656,279.1,-23.9,M 22,Globular Cluster,5.1,24,NGC
NGC   6657,278.25,34.03333333,UGC 11271,Galaxy,14,,NGC
NGC   6658,278.475,22.88333333,UGC 11274,Galaxy,12.9,1.9,NGC
NGC   6659,278.475,23.56666667,,,,,NGC
NGC   6660,278.65,22.91666667,NGC 6661,,,,NGC
NGC   6661,278.65,22.91666667,NGC 6660,Galaxy,11.9,2,NGC
NGC   6662,278.5,32.05,UGC 11280,Galaxy,15,,NGC
NGC   6663,278.375,40.05,UGC 11276,Galaxy,15,,NGC
NGC   6664,279.175,-8.216666667,OCL 68,Open Cluster,7.8,16,NGC
NGC   6665,278.625,30.7,MCG 5-44-4,Galaxy,14,,NGC
NGC   6666,278.825,33.58333333,,,,,NGC
NGC   6667,277.675,67.98333333,NGC 6668,Galaxy,12,2.6,NGC
NGC   6668,278.325,67.13333333,NGC 6667,,,,NGC
NGC   6669,279.5,22.06666667,UGC 11302,Galaxy,,,NGC
NGC   6670,278.375,59.88333333,UGC 11284,Galaxy,15,,NGC
NGC   6671,279.35,26.4,UGC 11299,Galaxy,14,,NGC
NGC   6672,278.45,42.8,ZWG 228. 15,Galaxy,15,,NGC
NGC   6673,281.275,-62.28333333,ESO 140-44,Galaxy,,,NGC
NGC   6674,279.65,25.38333333,UGC 11308,Galaxy,12.1,4.2,NGC
NGC   6675,279.35,40.06666667,UGC 11305,Galaxy,13,,NGC
NGC   6676,278.3,66.95,UGC 11286,Galaxy,15,,NGC
NGC   6677,278.4,67.13333333,UGC 11288,Galaxy,13,,NGC
NGC   6678,278.3,67.85,NGC 6667,,,,NGC
NGC   6679,278.4,67.13333333,MCG 11-22-56,Galaxy,13,,NGC
NGC   6680,279.95,22.3,ZWG 143. 10,Galaxy,15,,NGC
NGC   6681,280.8,-32.3,M 70,Globular Cluster,8.1,7.8,NGC
NGC   6682,280.4,-4.766666667,,,,,NGC
NGC   6683,280.55,-6.283333333,OCL 74,Open Cluster,10,11,NGC
NGC   6684,282.25,-65.18333333,ESO 104-16,Galaxy,10.5,3.7,NGC
NGC   6685,279.975,39.98333333,UGC 11317,,,,NGC
NGC   6686,280.025,40.13333333,MCG 7-38-17,Galaxy,15,,NGC
NGC   6687,279.3,59.61666667,UGC 11309,Galaxy,15,,NGC
NGC   6688,280.175,36.26666667,UGC 11324,Galaxy,14,,NGC
NGC   6689,278.725,70.53333333,NGC 6690,Galaxy,12,3.9,NGC
NGC   6690,278.7,70.53333333,NGC 6689,Galaxy,13,3.8,NGC
NGC   6691,279.825,55.63333333,UGC 11318,Galaxy,14,1.7,NGC
NGC   6692,280.425,34.81666667,UGC 11330,Galaxy,14,,NGC
NGC   6693,280.4,36.91666667,,Star,,,NGC
NGC   6694,281.3,-9.4,M 26,Open Cluster,8,15,NGC
NGC   6695,280.675,40.4,UGC 11340,Galaxy,14,,NGC
NGC   6696,280,59.31666667,MCG 10-26-47,Galaxy,16,,NGC
NGC   6697,281.3,25.51666667,UGC 11349,Galaxy,14,,NGC
NGC   6698,282.05,-25.91666667,,,,,NGC
NGC   6699,283.025,-57.31666667,ESO 183-21,Galaxy,13,1.9,NGC
NGC   6700,281.5,32.28333333,UGC 11351,Galaxy,14,,NGC
NGC   6701,280.8,60.66666667,UGC 11348,Galaxy,13,1.8,NGC
NGC   6702,281.75,45.7,UGC 11354,Galaxy,12.2,2.1,NGC
NGC   6703,281.825,45.55,UGC 11356,Galaxy,11.4,2.6,NGC
NGC   6704,282.725,-5.2,OCL 82,Open Cluster,9.2,6,NGC
NGC   6705,282.775,-6.266666667,M 11,Open Cluster,5.8,14,NGC
NGC   6706,284.225,-63.16666667,ESO 104-24,Galaxy,,1.5,NGC
NGC   6707,283.85,-53.81666667,ESO 183-25,Galaxy,,,NGC
NGC   6708,283.9,-53.71666667,ESO 183-27,Galaxy,,,NGC
NGC   6709,282.875,10.35,OCL 100,Open Cluster,6.7,13,NGC
NGC   6710,282.65,26.83333333,UGC 11364,Galaxy,12.8,2,NGC
NGC   6711,282.25,47.65,UGC 11361,Galaxy,14,1.3,NGC
NGC   6712,283.275,-8.7,GCL 103,Globular Cluster,8.2,7.2,NGC
NGC   6713,282.675,33.95,UGC 11365,Galaxy,14,,NGC
NGC   6714,281.475,66.73333333,,,,,NGC
NGC   6715,283.775,-30.48333333,M 54,Globular Cluster,7.7,9.1,NGC
NGC   6716,283.65,-19.88333333,OCL 46,Open Cluster,6.9,7,NGC
NGC   6717,283.775,-22.7,Pal 9,Globular Cluster,,3.9,NGC
NGC   6718,285.375,-66.11666667,ESO 104-29,Galaxy,,1.5,NGC
NGC   6719,285.775,-68.58333333,ESO 72-8,Galaxy,,1.6,NGC
NGC   6720,283.4,33.03333333,M 57,Planetary Nebula,9,2.5,NGC
NGC   6721,285.2,-57.78333333,ESO 141-19,Galaxy,12,1.9,NGC
NGC   6722,285.925,-64.9,ESO 104-33,Galaxy,,2.9,NGC
NGC   6723,284.9,-36.63333333,Dunlop 573,Globular Cluster,7.3,11,NGC
NGC   6724,284.25,10.36666667,,,,,NGC
NGC   6725,285.45,-53.93333333,ESO 183-36,Galaxy,,,NGC
NGC   6726,285.425,-36.88333333,ESO 396-N13,Nebula,,2,NGC
NGC   6727,285.45,-36.9,ESO 396-N14,Nebula,,,NGC
NGC   6728,285,-8.95,,,,,NGC
NGC   6729,285.475,-36.95,ESO 396-N*15,Nebula,,1,NGC
NGC   6730,286.9,-68.91666667,ESO 72-9,Galaxy,,1.5,NGC
NGC   6731,284.25,43.06666667,,,,,NGC
NGC   6732,284.1,52.36666667,UGC 11381,Galaxy,14,,NGC
NGC   6733,286.55,-62.2,ESO 141-25,Galaxy,,1.7,NGC
NGC   6734,286.8,-65.46666667,ESO 104-36,Galaxy,,1.4,NGC
NGC   6735,285.2,-0.466666667,SAO 142915,Open Cluster,,,NGC
NGC   6736,286.875,-65.43333333,ESO 104-37,Galaxy,,1.2,NGC
NGC   6737,285.55,-18.53333333,ESO 592-**8,,,,NGC
NGC   6738,285.35,11.6,OCL 101,Open Cluster,8,15,NGC
NGC   6739,286.95,-61.36666667,ESO 141-28,Galaxy,,2.2,NGC
NGC   6740,285.2,28.75,UGC 11388,Galaxy,15,,NGC
NGC   6741,285.65,-0.45,PK 33-2.1,Planetary Nebula,11,0.1,NGC
NGC   6742,284.825,48.46666667,PK 78+18.1,Planetary Nebula,15,0.5,NGC
NGC   6743,285.35,29.26666667,,?,,,NGC
NGC   6744,287.45,-63.85,ESO 104-42,Galaxy,9,15.5,NGC
NGC   6745,285.4,40.75,UGC 11391,Galaxy,13,,NGC
NGC   6746,287.6,-61.96666667,ESO 141-29,Galaxy,,1.4,NGC
NGC   6747,283.825,72.78333333,ZWG 341. 12,Galaxy,15,,NGC
NGC   6748,285.95,21.6,,,,,NGC
NGC   6749,286.275,1.783333333,GCL 107,Globular Cluster,11.1,6.3,NGC
NGC   6750,285.175,59.16666667,UGC 11389,Galaxy,13,,NGC
NGC   6751,286.475,-6,PK 29-5.1,Planetary Nebula,13,0.3,NGC
NGC   6752,287.725,-59.98333333,Dunlop 295,Globular Cluster,5.4,20.4,NGC
NGC   6753,287.85,-57.05,ESO 184-22,Galaxy,12,2.5,NGC
NGC   6754,287.85,-50.65,ESO 231-25,Galaxy,13,2.2,NGC
NGC   6755,286.95,4.233333333,OCL 96,Open Cluster,7.5,15,NGC
NGC   6756,287.175,4.683333333,OCL 99,Open Cluster,11,4,NGC
NGC   6757,286.275,55.71666667,UGC 11401,Galaxy,14,,NGC
NGC   6758,288.475,-56.31666667,ESO 184-37,Galaxy,13,2.1,NGC
NGC   6759,286.725,50.31666667,MCG 8-35-2,Galaxy,15,,NGC
NGC   6760,287.8,1.033333333,GCL 109,Globular Cluster,9.1,6.6,NGC
NGC   6761,288.825,-50.66666667,ESO 231-28,Galaxy,,2.2,NGC
NGC   6762,286.4,63.93333333,NGC 6763,Galaxy,14,,NGC
NGC   6763,286.4,63.93333333,NGC 6762,Galaxy,14,,NGC
NGC   6764,287.075,50.93333333,UGC 11407,Galaxy,13,2.5,NGC
NGC   6765,287.775,30.55,PK 62+9.1,Planetary Nebula,,0.6,NGC
NGC   6766,287.475,46.25,,,,,NGC
NGC   6767,287.9,37.71666667,,,,,NGC
NGC   6768,289.125,-40.18333333,ESO 337-18,Galaxy,,,NGC
NGC   6769,289.6,-60.51666667,ESO 141-48,Galaxy,11.8,2.5,NGC
NGC   6770,289.675,-60.51666667,ESO 141-49,Galaxy,12,2.5,NGC
NGC   6771,289.675,-60.55,ESO 141-50,Galaxy,12.5,2.6,NGC
NGC   6772,288.65,-2.7,PK 33-6.1,Planetary Nebula,14,1,NGC
NGC   6773,288.75,4.883333333,,,,,NGC
NGC   6774,289.15,-16.26666667,Ru 147,Open Cluster,,,NGC
NGC   6775,289.2,-0.916666667,,Asterism,,,NGC
NGC   6776,291.35,-63.86666667,ESO 104-53,Galaxy,12,1.9,NGC
NGC   6777,291.7,-71.5,ESO 72-**15,,,,NGC
NGC   6778,289.6,-1.6,PK 34-6.1,Planetary Nebula,13,0.3,NGC
NGC   6779,289.15,30.18333333,M 56,Globular Cluster,8.3,7.1,NGC
NGC   6780,290.725,-55.78333333,ESO 184-62,Galaxy,13,1.9,NGC
NGC   6781,289.6,6.55,PK 41-2.1,Planetary Nebula,12,1.8,NGC
NGC   6782,291,-59.91666667,ESO 142-1,Galaxy,13,2.7,NGC
NGC   6783,289.15,46.01666667,MCG 8-35-7,Galaxy,15,,NGC
NGC   6784,291.65,-65.61666667,ESO 104-55,Galaxy,,0.8,NGC
NGC   6785,290.225,-1.1,,,,,NGC
NGC   6786,287.725,73.4,UGC 11414,Galaxy,13,,NGC
NGC   6787,289.075,60.41666667,UGC 11424,Galaxy,15,,NGC
NGC   6788,291.725,-54.95,ESO 184-67,,,,NGC
NGC   6789,289.175,64,UGC 11425,Galaxy,13,,NGC
NGC   6790,290.8,1.516666667,PK 37-6.1,Planetary Nebula,10,0.1,NGC
NGC   6791,290.175,37.85,OCL 142,Open Cluster,9.5,16,NGC
NGC   6792,290.25,43.13333333,UGC 11429,Galaxy,13,,NGC
NGC   6793,290.8,22.18333333,OCL 115,Open Cluster,,,NGC
NGC   6794,291.975,-38.88333333,ESO 338-5,Galaxy,,,NGC
NGC   6795,291.525,3.516666667,,,,,NGC
NGC   6796,290.375,61.15,UGC 11432,Galaxy,14,2.1,NGC
NGC   6797,292.225,-25.66666667,ESO 525-**10,,,,NGC
NGC   6798,291,53.63333333,IC 1300,Galaxy,14,,NGC
NGC   6799,293.075,-55.9,ESO 184-78,Galaxy,,1.5,NGC
NGC   6800,291.8,25.13333333,OCL 123,Open Cluster,,,NGC
NGC   6801,291.925,54.36666667,UGC 11443,Galaxy,15,,NGC
NGC   6802,292.65,20.26666667,OCL 114,Open Cluster,8.8,3,NGC
NGC   6803,292.825,10.05,PK 46-4.1,Planetary Nebula,11,0.1,NGC
NGC   6804,292.9,9.216666667,PK 45-4.1,Planetary Nebula,12,1.1,NGC
NGC   6805,294.2,-37.55,ESO 338-14,Galaxy,,1.2,NGC
NGC   6806,294.3,-42.31666667,ESO 338-15,Galaxy,,,NGC
NGC   6807,293.65,5.683333333,PK 42-6.1,Planetary Nebula,14,,NGC
NGC   6808,295.975,-70.65,ESO 73-3,Galaxy,13,1.7,NGC
NGC   6809,295,-30.96666667,M 55,Globular Cluster,7,19,NGC
NGC   6810,295.9,-58.66666667,ESO 142-35,Galaxy,12,3.8,NGC
NGC   6811,294.55,46.56666667,OCL 185,Open Cluster,6.8,13,NGC
NGC   6812,296.35,-55.35,ESO 185-15,Galaxy,,2.1,NGC
NGC   6813,295.1,27.3,SG 3.148,Nebula,,3,NGC
NGC   6814,295.675,-10.31666667,MCG 2-50-1,Galaxy,11.2,3.2,NGC
NGC   6815,295.225,26.85,,Open Cluster,,,NGC
NGC   6816,296,-28.55,ESO 460-30,,,,NGC
NGC   6817,294.35,62.36666667,MCG 10-28-5,Galaxy,15,,NGC
NGC   6818,296,-14.15,PK 25-17.1,Planetary Nebula,10,0.3,NGC
NGC   6819,295.325,40.18333333,OCL 155,Open Cluster,7.3,5,NGC
NGC   6820,295.775,23.28333333,LBN 135,Nebula,,40,NGC
NGC   6821,296.1,-6.833333333,MCG 1-50-2,Galaxy,14,1.1,NGC
NGC   6822,296.225,-14.8,IC 4895,Galaxy,9,10.2,NGC
NGC   6823,295.775,23.3,OCL 124,Open Cluster,7.1,12,NGC
NGC   6824,295.925,56.11666667,UGC 11470,Galaxy,11.9,2.1,NGC
NGC   6825,295.425,64.08333333,ZWG 324. 1,Galaxy,15,,NGC
NGC   6826,296.2,50.51666667,PK 83+12.1,Planetary Nebula,10,2.3,NGC
NGC   6827,297.225,21.21666667,Berk 48,Open Cluster,,,NGC
NGC   6828,297.6,7.916666667,,,,,NGC
NGC   6829,296.775,59.91666667,UGC 11478,Galaxy,15,,NGC
NGC   6830,297.75,23.06666667,OCL 125,Open Cluster,7.9,12,NGC
NGC   6831,296.975,59.9,UGC 11483,Galaxy,14,,NGC
NGC   6832,297.025,59.41666667,,,,,NGC
NGC   6833,297.425,48.96666667,PK 82+11.1,Planetary Nebula,14,0.1,NGC
NGC   6834,298.05,29.41666667,OCL 134,Open Cluster,7.8,5,NGC
NGC   6835,298.625,-12.56666667,MCG 2-50-9,Galaxy,12.5,2.7,NGC
NGC   6836,298.675,-12.68333333,MCG 2-50-10,Galaxy,13,1.2,NGC
NGC   6837,298.375,11.68333333,OCL 108,Open Cluster,,,NGC
NGC   6838,298.45,18.78333333,M 71,Globular Cluster,8.3,7.2,NGC
NGC   6839,298.625,17.9,,,,,NGC
NGC   6840,298.825,12.1,,Open Cluster,,,NGC
NGC   6841,299.45,-31.81666667,ESO 461-23,Galaxy,,1.5,NGC
NGC   6842,298.75,29.28333333,PK 65+0.1,Planetary Nebula,14,0.8,NGC
NGC   6843,299.025,12.15,,Open Cluster,,,NGC
NGC   6844,300.7,-65.23333333,ESO 105-21,Galaxy,,1.6,NGC
NGC   6845,300.225,-47.08333333,NGC 6845A,Galaxy,,,NGC
NGC   6846,299.125,30.35,OCL 139,Open Cluster,14,,NGC
NGC   6847,299.25,29.33333333,,,,,NGC
NGC   6848,300.7,-56.08333333,ESO 185-52,Galaxy,,2.5,NGC
NGC   6849,300.325,-40.21666667,ESO 339-32,,,,NGC
NGC   6850,300.875,-54.85,ESO 185-56,Galaxy,,,NGC
NGC   6851,300.9,-48.28333333,ESO 233-21,Galaxy,13,1.8,NGC
NGC   6852,300.15,1.716666667,PK 42-14.1,Planetary Nebula,,0.5,NGC
NGC   6853,299.9,22.71666667,M 27,Planetary Nebula,8.1,15.2,NGC
NGC   6854,301.425,-54.38333333,ESO 185-61,Galaxy,13,2.3,NGC
NGC   6855,301.7,-56.4,ESO 185-63,Galaxy,,,NGC
NGC   6856,299.825,56.13333333,,,,,NGC
NGC   6857,300.475,33.51666667,,Planetary Nebula,,,NGC
NGC   6858,300.775,11.26666667,,,,,NGC
NGC   6859,300.975,0.433333333,,Triple Star,,,NGC
NGC   6860,302.2,-61.1,ESO 143-9,Galaxy,,1.6,NGC
NGC   6861,301.825,-48.36666667,IC 4949,Galaxy,11.1,2.7,NGC
NGC   6862,302.225,-56.4,ESO 186-2,Galaxy,,1.9,NGC
NGC   6863,301.275,-3.566666667,,Asterism,,,NGC
NGC   6864,301.525,-21.91666667,M 75,Globular Cluster,8.6,6,NGC
NGC   6865,301.5,-9.033333333,,Galaxy,,,NGC
NGC   6866,300.925,44,OCL 183,Open Cluster,7.6,7,NGC
NGC   6867,302.6,-54.78333333,ESO 186-6,Galaxy,,,NGC
NGC   6868,302.475,-48.38333333,ESO 233-39,Galaxy,12,2.7,NGC
NGC   6869,300.175,66.21666667,UGC 11506,Galaxy,13,1.7,NGC
NGC   6870,302.55,-48.28333333,ESO 233-41,Galaxy,12.2,2.5,NGC
NGC   6871,301.475,35.78333333,OCL 148,Open Cluster,5.2,20,NGC
NGC   6872,304.225,-70.76666667,ESO 73-32,Galaxy,11.6,4.7,NGC
NGC   6873,302.075,21.1,,Double Star,,,NGC
NGC   6874,301.95,38.23333333,,,,,NGC
NGC   6875,303.3,-46.15,ESO 284-28,Galaxy,13,2.5,NGC
NGC   6876,304.575,-70.86666667,ESO 73-35,Galaxy,13,2.4,NGC
NGC   6877,304.65,-70.85,ESO 73-36,Galaxy,12.7,1.4,NGC
NGC   6878,303.475,-44.51666667,ESO 284-31,Galaxy,13.4,1.7,NGC
NGC   6879,302.625,16.91666667,PK 57-8.1,Planetary Nebula,13,0.1,NGC
